tweet,type
"@harmony1960 @SalmanNizami_ @RahulGandhi @narendramodi @BJP4India Leave, If you can’t back your own tweet 😅
(First she retweeted in favour of asking for Modi’s degree, now saying that it’s not the degree)

Kehna kya chahte ho madam Ji? 😆

“People with brains like @RahulGandhi “ 😂😂

#AayegaTohModiHi 
#LokSabhaElections2019 
#VoteForIndia 🇮🇳",1
  darn! now we have to go through the WHOLE weekend without em`,0
"@Chandrabosebjp @priyankagandhi @narendramodi @AmitShah @Ramlal @BJP4India @RahulGandhi @INCIndia I guarantee if @Chandrabosebjp contests #LokSabhaElections2019 against even no. 4   maid servant or no.4 security man of  @priyankagandhi , #ChandraBose will loss all his deposite, actually he knows well, no chance of winning in #Bengal the den of #TigressDidi so wants flee.",1
"All the fricken streaming services are  complete and utter cowards in showing Indian Politics, fuck off Netflix India you arent even allowing Dibakar to show it to film festivals how can he sell it dumb fucks.  Bet if it receives acclaim they will buy it back.",1
"@RahulGandhi why u prove urself a buffoon? 
#RafaleDeal is a gov-gov contract &amp; all weaponized aircraft 2b get in flying condition fr France, Anil Ambani is 1 of the many offset partner?

do remember, #NarendraModi is not #Nehru who compromised in defense &amp; conceded part of our land 2 China",1
"Rahul Gandhi reminds me of Rannchoddas Chanchad, if only there was a Phunsuk Wangdoo to take his place.#Elections2019 #LokSabhaEelctions2019 #LokSabhaElections #लोकसभाचुनाव2019 #लोकसभानिवडणूक२०१९ #RahulGandhi #Delhi #Atishi",1
"Shame on #Congress, #RahulGandhi @RahulGandhi and other 20 opposition parties for their comments and politicizing #PulwamaTerroristAttack. They all are anti-nationals and have no desire to serve India. #CongressPakistanUnited #CongressPakistanBhaiBhai #RahulGandhiPagalHai",1
"@RahulGandhi Promise to bring back #F1 in INDIA, I assure my vote to #INC 

(A message from all the #F1 fan fraternity in India)

#BeTheChange #Elections2019",1
"@RahulGandhi ji
@priyankagandhi ji
@ArvindKejriwal ji
@OmarAbdullah ,
We expected you to ask proof of asat test ordered by @narendramodi
...maybe @INCIndia  has tasked @rssurjewala @ManishTewari  for suitable diversionary link 
#loksabhaelections2019 
#NaMo_Again_2019",1
"  We don`t feel too comfortable using it. It`s not awful, but pretty icky.  Scurrying to find a deal...",0
 i know  mark is still one of my favorite boys ever. So nice and adorable.,0
"#I2U2Summit | #BREAKING |   In a historic move, Saudi Arabia opens airspace to 'all carriers' in gesture to Israel, ahead of US President Biden's visit to country.  #Israel #UAE #USA #India #I2U2 #SaudiArabia #OIC",0
Will talk about them on a different day but today this was the issue about Indian politics and Right to speech.  @BJPCentralMedia  @RBArchive  @INCIndia @AITC_Parliament  @narendramodi  @ArvindKejriwal,1
I request to all #media persons n @yadavakhilesh #cangress @RahulGandhi to COME with #SHIKSHAMITRA to put pressure on #upgovt @myogiadityanath #BJP to reduce cut off .,1
Astronomers detect signals from a galaxy almost a billion light-years away  https://t.co/L903GDcqoF #Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden,1
Guys Like Me 💛💛💛💛💛💛💛💛💛💛 #viralpost #post #totansarkar #india  https://t.co/Hwp9v7GUVG,0
"Tbh one guy said, #NarendraModi is like ""Shrikrishna's avatar"" in modern era who came to rescue indians from Gandhi dynasty.",1
Why are these men still free when #RanjitSingh who was defending women was arrested and beaten #FarmersProtest  #JusticeForRanjitSingh #किसान_हक_लेकर_रहेंगे twitter.com/MandyOMandy/st…,1
Top 5 IP1 License Consultants in India - Get License Consultants India - Expert License Registration Services by India's Leading Consultants -  https://t.co/5mhh9rGYmz #ip1 #getlicense #license #registration #consultants #india,0
"ConParty is filled with thugs &amp; cowards.

In family tradition, #RahulGandhi ran to #Wayanad.

Even Indira Gandhi ran to Chikmagalur in 1978 after being routed in 1977.

#PriyankaGandhi in #Varanasi will be a nail in the coffin of @INCIndiaLive.

Prediction:Thugs merely threaten!",1
"@imVkohli Keep it up kohli I wish you good luck, but to all my Indian friends let's keep the politics out of cricket.",1
"Gurugram incident is a tight slap on everyone who brag to be a real deshbhakth by merely following @narendramodi and ideology of his party. If you still defends the government on this issue, then nobody can harm this country than people like you. #Gurugram #LokSabhaElections2019",1
@iRogerBinny #SanjuSamson #BCCI #jayshah  BBCI means politics. Don't watch India cricket match. Shameless Indian cricket board. This team selection is a joke. Please save Indian cricket team. Why not Sanju Samson.,1
we congratul govern india indian air forc exact translat feel anger million indian rss sarkaryawah suresh bhaiyyaji joshi,1
@ProudBhagavathi @ParimalKumarSh2 @RahulGandhi @arunjaitley ji is planning to charge #EntertainmentTax after the #LokSabhaElections2019 🤣🤣🤣,1
is about to go buy his mother a mother`s day gift,0
indian or the cowboy? actually considering going to the carnival,0
 cool photo  is that outside your place?,0
"He used ""Ship as Taxi""
I use ""Tax as Pocket Money"" irony.!!

#ModiOnZee #money #bjp #Congress #RahulGandhi @Swamy39 @news7tamil @RahulGandhi @khushsundar",1
"Recently, @_CPResearch_ (CPR) reported evidence suggesting that #Pakistan Air Force’s Headquarters (AHQ-STRC3) was a victim of a successful attack conducted by Sidewinder, a suspected #India-based #APT group.  https://t.co/sFvPDjNoCK",0
monday at the school  gosshhh what I`ve been waiting for,0
@DDNewsLive @narendramodi @Naveen_Odisha Where is  CM @Naveen_Odisha ? Is this how National Tax Payer funded DD going to conduct itself ? You also have become Pliant Media of #Modi and #BJP ?,1
@htTweets @RahulGandhi 1001 Salutes 2 #Ambedkar let us all re-dedicate #India fr #justice #liberty #Equality 7 #Faternity #peace #love #nonviolence #Gandhiji #Nehur Values &amp; cherssih last 70 Yrs of @INCIndia Rule which hs progressed all Fronts due 2 their dedicaiton hardwork &amp; Sacrifices Shame on #BJP,1
 Enjoy! Family trumps everything,0
"@RahulGandhi How many smart cities you think during your regime
#papputufailhe #rahulgandhi",1
"Everyone who has read, understood&amp;accepted Indian Constitution has problem with this proposal Indian union is secular republic Don't play communal politics just for the sake of election U R a believer then keep Ganesha idols everywhere in your home&amp;spend all your time in worship",1
@PhobosDeim @saurabhsaffron @tirhutanipari All our languages are badly effected by these selfish politics. They only think about near future up coming elections. we the people of India will have to take stand whatever way possible. Same on Indian politics.,1
Just booked some tickets for Jessicaaaa.,0
"@vivekagnihotri If this tension between India and Pakistan happened in Indira Gandhi times, She would have declared emergency and postponed #LokSabhaElections2019  by at least a year!!
#ElectionCommission #Elections2019",1
Missing  from BKK na.,0
A party like AAP which is heavily into data &amp; being on ground  to get the pulse of the people has figured what approach would work best for them towards becoming a national party. This shifting of position is not new in Indian politics. You may have stated following it in 2014 :),1
" Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",0
"@drshamamohd @INCIndia @RahulGandhi Every point in the manifesto is well discussed and ensured that main laws which were being misused by #BJP were listed and being modified or deleted. 

They also thought of rectifying the genuine problems of poor, unemployed, farmers etc., and provided solutions.

#NYAYforIndia.",1
"#LokSabhaElections2019 Requesting @RahulGandhi &amp; @yadavtejashwi to immediately solve the problems, accommodate all including @kanhaiyakumar ,any further delay or hic up in resolving issue,will b disastrous..Rjd22,cong11,others7...should  b the permutation, please solve it Delhi",1
"#FarmersProtest , after over 3 months of being at Delhi border is still is going strong because it’s built with our blood, toil, tears and sweat. We are not going anywhere until our demands are met.",1
"#Uttarakhand and #UttarPradesh will receive #water of 3 #Indian #rivers. 80%of the water was flowing to #Pakistan since 70 years. 

Thanks to @nitin_gadkari who has announced to move the flow to  #Jamuna.
#BoycottPakistan #BJP #congress @narendramodi @rajnathsingh @RahulGandhi",1
"@RJSHPAK And yet here we are, you as a #Pakistani campaigning for #RahulGandhi , the act speaks for itself. I admire your patriotism and your astute realization that @RahulGandhi being prime minister would be best case scenario for #Pakistan #RahulGandhiMovesIndiaForward",1
Show of strength by @BJP4India in Gandhinagar. All eyes on @uddhavthackeray who is also present to support @AmitShah who is filing his Nomination today. #LokSabhaElections2019 #Elections2019 @ShivSena @narendramodi @AUThackeray,1
Check this video out -- Bylaurenluke ~ Make up Launch~ They are here available now   http://tinyurl.com/cudamo,0
 i`ll go to the movies with you,0
"@bainjal @sujataanandan 3)  Former PM , Indira Priyadarshini Gandhi  could bounce back in 1980 with 351 LS seats after being routed in the General Elections in 1977 because of a strong PAN India #Congress  organisation ...     #RahulGandhi     @RahulGandhi    @INCIndia    #BJP",1
@Jansant I don’t know about Indian politics. I know Albo is genuinely enjoying himself and in his element as previous PMs would be faking and awkward.,1
Advisory by Editors' Guild of India. No branding of farmers protesting as 'terrorists'. SHARE. Take the deliberate diversion by cronies out of it. No misinformation!   #FarmersProtest #FarmerProtest  #farming #FarmersBill2020 #Farmers #Punjab https://t.co/mx81tNrw4J,1
i love you twitskies,0
"Everyone knows that BJP is a misogynistic party. 
Their politicians have been proved many times. 
Abused to..Bahan Mayawati ji
Smt Sonia Gandhi ji
Smt Priyanka Vadra Gandhi ji 
Many other womans. 

Don't vote #BJP. 
#IStandWithAtishi
@jigneshmevani80
@AtishiAAP @ReallySwara",1
11 days till county raly  i had 2 tak 3 from 14 it took me a while,0
"@ANI Yess!!! It's confirmed..
Rahul Gandhi 
@RahulGandhi
 contesting from Wayanad Parliament Constituency. 
#RG #RahulGandhi #Wayanad #LokSabhaElections2019",1
good morning. today is my last day of 'freedom'. back to work tomorrow. i`m sorta stoked-not stoked. but well.,0
"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders",0
exam at 8.,0
"Why Priyanka Vadra decided not to contest LS2019 election?

After LS2019 defeat, Rahul will pass over Congress Dynasty ownership to Priyanka.

#LokSabhaElections2019 
@narendramodi @AmitShah @BJP4India @blsanthosh @CTRavi_BJP @BJP4TamilNadu",1
 lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye,0
"@zlj517 Same thing also happening in #India,.",0
"May 23rd..... #Results2019 hoping 

1. BJP crosses 300 🙏
2. Rahul loses Amethi and go to 🇮🇹 
3. Kanhaiya loses Begusarai 😂
4. Atishi loses E Delhi 😛
5. BJP wins in Bengal👵 
6. #TukdeTukdeGang 🤐🤫💥💥

#Elections2019
#LokSabhaElections2019",1
KGF 2 Best Action Scene 🔥... #Trending #Acting #DearNothing #kohinoorwithexpressionmaster #dreambruharmy #Twitter #India #Viral  https://t.co/xfGqDfO00w,0
🚨MONDAY #India #interfaith #Metaphysics  📅18 July  ⏰ 6 pm UK time  Venue: online 👇  @LancasterUni @LancasterUniLib  https://t.co/xuaXYdiaT8,0
"""A Step Toward Awareness"" #driverightindia  #trafficrules #traffic #trafficpolice #roadsafety #safedriving #police #safetyfirst #accident #safety #driving #drivesafe #love #cars #car #roadsafetyzeroaccident #road #roadsafetyweek #india #unglobalroadsafetyweek #streetsforlife  https://t.co/Ic6Zn8W2ho",0
I want to join but i live in michigan,0
@RahulGandhi The problem is very few guys in social media actually contribute to voting in India @narendramodi @RahulGandhi #India decides if taking up 30 yrs old issue matters in this #LokSabhaElections2019,1
